inncode,generation,department,fulltimeparttime,tenure,managementlevel,engage1,engage2,recommendtoothers,csr,deib1,informed,teamfeeling,appreciatedatwork,trustteammates,voice,innovate,resourses1,decisionautonomy,ld1,ld2,passionateatwork,paysatisfaction,rewardsbenefits1,rewardsbenefits2,merit,ld3,treatrespect1,jobsecurity,worklifebalance1,worklifebalance2,workload,dmanager1,ld5,dmanager2,dmanager3,dmanager4,dmanager5,dmanager6,workenv1,dmanager7,dmanager8,dmanager9,deib2,wellbeing1,wellbeing2,workenv2,workenv3,gm1,gm2,gm3,intenttostayhl,recommendhl,chainscale,state,hotelzipcode,wellbeing,workenvironment,learningdevelopment,worklifebalance,deib,supportivegm,rewardsbenefits,engagement
100063,6,8,5,2,3,4,5,5,4,4,3,4,5,3,5,5,5,4,4,3,5,3,4,4,5,5,5,3,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,2,Florida,32836,4.5,5.0,4.25,3.5,4.5,5.0,4.0,4.5
100140,4,12,4,4,2,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,4,4,5,5,5,5,3,2,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,5,5,5,5,0,1,3,Washington,98104,5.0,4.0,4.75,2.5,5.0,5.0,4.0,5.0
100063,5,10,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,Florida,32836,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100168,4,6,3,8,3,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,3,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,5,4,4,0,1,1,Illinois,60611,4.0,3.67,4.5,4.5,4.5,4.33,5.0,5.0
100060,5,20,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,0,0,3,Florida,33142,4.0,4.0,4.0,4.0,4.5,5.0,4.0,4.0
100151,5,40,3,4,3,4,3,4,5,3,4,4,4,3,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,4,3,3,3,3,4,4,4,0,0,4,Florida,32819,3.0,3.67,4.75,4.0,3.5,4.0,4.5,3.5
100149,3,35,3,8,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,5,5,4,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,4,Florida,33019,4.5,5.0,4.5,4.0,5.0,5.0,5.0,5.0
100149,5,28,4,5,2,4,3,5,3,3,3,1,5,5,3,4,4,3,5,3,2,2,3,4,3,1,4,4,4,5,4,5,4,2,3,3,5,5,3,4,5,5,4,5,5,5,3,5,3,3,0,1,4,Florida,33019,5.0,4.33,3.25,4.5,3.5,3.67,3.5,3.5
100172,5,21,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,1,1,4,Iowa,50309,4.5,5.0,4.75,5.0,5.0,4.33,5.0,5.0
100149,5,28,4,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,3,3,2,5,5,5,5,5,5,5,4,4,5,3,5,4,3,5,5,5,5,4,0,1,4,Florida,33019,3.5,4.67,5.0,3.0,5.0,4.67,4.5,5.0
100198,4,16,3,8,2,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,1,1,3,South Carolina,29464,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0
100152,5,33,3,4,2,4,4,4,3,4,2,3,2,4,4,4,4,4,4,4,5,2,4,4,2,4,4,3,4,4,4,4,4,4,4,3,3,4,4,5,4,3,4,4,4,4,4,4,4,4,0,0,4,Georgia,30313,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100157,4,23,3,7,3,3,3,4,4,4,4,3,5,3,3,3,5,5,5,5,5,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,Florida,32821,5.0,5.0,5.0,5.0,4.5,5.0,4.5,3.0
100100,6,34,3,2,3,4,4,5,3,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,2,4,4,4,3,3,0,1,4,Nebraska,68102,3.0,4.0,4.0,4.0,3.5,3.33,4.0,4.0
100182,4,21,4,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,New York,10019,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100059,4,25,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,0,5,Florida,33304,4.0,4.0,3.75,3.5,4.0,4.0,4.0,4.0
100065,5,5,3,6,3,4,3,1,3,3,3,1,1,1,1,1,1,2,2,4,5,4,3,4,1,1,1,4,3,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,3,Washington DC (District of Columbia),20004,2.0,1.67,2.0,2.5,2.0,1.0,3.5,3.5
100149,6,6,3,3,3,5,5,5,5,5,5,3,4,3,3,5,4,4,5,5,5,4,5,5,3,4,5,3,4,5,5,5,4,5,4,5,3,5,5,4,5,4,4,5,5,4,4,5,5,5,1,1,4,Florida,33019,5.0,4.33,4.5,4.5,4.5,5.0,5.0,5.0
100169,4,21,3,8,3,4,4,4,3,3,3,2,3,3,3,3,3,3,3,2,4,4,4,4,2,3,3,4,4,4,3,2,2,2,2,2,4,2,2,2,2,2,2,5,5,5,2,2,2,2,0,0,5,Illinois,60611,5.0,4.0,2.5,4.0,2.5,2.0,4.0,4.0
100187,6,6,3,5,3,4,5,5,5,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,1,3,New York,10036,5.0,4.67,4.0,4.0,3.5,5.0,5.0,4.5
100114,3,21,3,8,3,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Texas,77030,5.0,4.33,4.75,5.0,5.0,5.0,4.5,5.0
100190,5,21,3,4,2,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,4,5,4,3,4,5,5,5,5,5,5,5,1,1,4,New Jersey,7201,5.0,4.67,4.25,4.0,4.0,5.0,4.0,5.0
100182,4,15,3,5,3,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,0,1,4,New York,10019,4.0,4.67,4.25,4.0,4.5,4.0,5.0,5.0
100054,6,5,3,3,3,5,5,4,4,5,3,3,2,2,2,1,4,2,3,4,4,3,3,4,2,5,5,1,2,3,3,4,4,3,4,3,2,5,5,5,5,5,4,4,4,1,3,3,4,4,0,0,4,Texas,75207,4.0,2.33,4.0,2.5,4.5,3.67,3.5,5.0
100157,6,32,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32821,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100173,4,21,3,7,4,4,5,5,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,3,0,1,4,Illinois,60603,4.0,4.0,3.5,3.5,3.5,3.33,4.0,4.5
100190,5,16,4,4,1,3,5,5,5,5,2,4,3,3,5,5,4,5,5,4,5,3,5,5,5,5,5,5,4,2,3,4,3,5,5,5,5,5,5,5,4,5,5,3,2,5,5,5,5,5,0,1,4,New Jersey,7201,2.5,5.0,4.25,3.0,5.0,5.0,5.0,4.0
100086,5,16,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Washington,98660,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0
100117,5,13,3,6,3,4,5,4,5,4,4,5,4,4,1,2,5,3,3,4,4,5,4,4,4,2,5,4,3,3,4,1,1,1,1,1,3,2,2,2,3,1,1,4,4,4,3,1,1,1,0,0,4,Louisiana,70130,4.0,3.33,2.5,3.0,2.5,1.0,4.0,4.5
100113,5,7,3,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,3,0,1,3,Virginia,22314,4.5,4.67,5.0,5.0,4.5,3.67,5.0,5.0
100093,2,5,3,7,3,5,5,5,3,5,3,5,3,5,3,3,3,5,4,4,5,4,4,5,3,5,5,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,4,5,5,5,4,3,3,3,1,1,4,Oregon,97204,5.0,4.33,4.0,4.0,4.5,3.0,4.5,5.0
100111,5,25,3,5,3,2,4,5,4,3,4,4,3,4,3,3,2,3,2,2,4,2,4,5,1,4,4,4,2,4,1,5,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,5,4,4,0,1,4,Texas,77010,4.0,3.67,2.75,3.0,3.5,4.33,4.5,3.0
100052,4,21,3,6,3,2,2,2,5,4,1,1,1,3,5,1,1,4,2,2,4,2,3,4,2,4,2,2,4,1,1,1,4,4,2,4,4,4,4,2,5,5,2,4,2,1,4,4,4,4,0,0,5,Florida,33316,3.0,2.0,3.0,2.5,3.0,4.0,3.5,2.0
100123,5,25,3,6,3,4,3,3,4,4,2,3,3,4,3,4,3,3,4,4,5,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,3,5,2,4,3,4,4,4,0,0,4,Ohio,44113,3.5,4.0,4.0,3.5,3.5,4.0,3.5,3.5
100168,4,8,3,8,3,5,5,5,4,5,4,5,4,3,4,5,4,5,5,4,5,5,4,5,4,4,4,5,5,5,4,4,4,4,3,4,5,4,4,4,5,4,4,5,5,5,4,4,4,4,0,1,1,Illinois,60611,5.0,4.67,4.25,5.0,4.5,4.0,4.5,5.0
100053,4,25,4,8,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,33316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100097,5,28,4,6,2,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,4,4,4,0,0,4,Georgia,30303,4.0,4.33,5.0,4.0,5.0,4.0,5.0,4.0
100053,4,29,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,33316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100184,5,25,3,6,4,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,4,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,1,1,2,New York,10282,5.0,4.67,4.25,5.0,4.5,4.33,5.0,5.0
100061,6,20,3,4,3,4,4,4,5,5,5,5,4,4,4,4,5,5,4,4,5,4,4,5,5,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,1,0,2,Indiana,46204,4.0,4.33,4.0,4.0,5.0,4.33,4.5,4.0
100054,6,38,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Texas,75207,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100187,5,21,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,4,5,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,1,1,3,New York,10036,5.0,4.67,4.75,4.5,5.0,5.0,5.0,5.0
100150,4,8,5,7,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,3,Florida,32822,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100152,4,25,3,4,3,5,5,5,3,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,1,4,Georgia,30313,5.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0
100172,5,1,5,5,3,5,5,3,3,4,3,4,5,5,5,5,5,5,5,5,5,2,5,5,1,5,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,3,3,1,0,4,Iowa,50309,5.0,4.33,4.5,5.0,3.5,3.0,5.0,5.0
100157,4,21,3,7,2,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,3,3,5,5,5,5,4,1,3,3,3,5,4,4,5,3,4,4,5,5,5,5,4,4,4,0,1,4,Florida,32821,5.0,4.67,3.0,5.0,4.5,4.0,5.0,5.0
100161,5,29,3,3,3,4,4,3,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,Florida,32830,4.0,4.0,3.75,4.0,4.5,4.0,4.0,4.0
100045,2,21,3,6,4,4,4,3,4,5,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,3,4,0,0,4,Florida,33602,4.0,3.67,3.5,3.0,4.0,3.67,3.0,4.0
100067,4,12,3,6,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,Nevada,89158,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
100173,5,21,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,3,2,3,3,2,2,1,3,4,4,5,5,5,4,4,5,5,5,5,1,1,4,Illinois,60603,4.5,3.67,4.0,5.0,5.0,5.0,5.0,5.0
100054,6,8,3,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Texas,75207,5.0,5.0,4.75,3.0,5.0,5.0,5.0,5.0
100063,6,28,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,Florida,32836,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0
100191,5,21,3,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,1,3,New Jersey,7054,5.0,4.67,4.5,4.0,4.5,5.0,4.5,5.0
100099,4,12,6,8,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0,0,5,Kansas,66210,4.0,3.67,3.75,4.0,3.5,4.0,4.0,4.0
100050,5,16,3,4,2,4,5,5,4,4,4,4,5,5,3,3,4,4,4,4,4,3,4,5,3,4,4,4,4,5,4,4,4,4,5,3,4,4,4,4,5,5,5,4,3,3,4,4,4,4,0,1,4,Florida,33401,3.5,3.33,4.0,4.5,4.5,4.0,4.5,4.5
100185,4,21,4,7,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1,4,New York,10001,5.0,4.33,5.0,4.0,5.0,5.0,5.0,5.0
100169,6,25,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Illinois,60611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100077,4,25,3,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Hawaii,96815,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100077,6,33,3,6,3,4,4,5,4,4,4,4,3,4,3,4,4,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,4,4,4,3,4,4,3,4,3,3,3,4,3,3,4,3,3,4,0,1,3,Hawaii,96815,3.5,3.0,3.5,3.0,3.5,3.33,4.0,4.0
100086,4,7,3,6,3,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,3,4,5,3,4,5,5,3,4,4,5,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,0,0,4,Washington,98660,4.0,4.0,4.0,3.5,4.0,4.0,4.5,4.0
100164,5,24,3,7,2,5,5,5,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,2,2,2,1,2,2,2,4,4,4,3,1,1,5,5,5,5,4,0,1,4,Illinois,60605,1.0,4.0,3.5,4.0,4.0,4.67,4.0,5.0
100182,3,21,3,8,3,5,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,0,1,4,New York,10019,4.5,4.67,4.5,4.5,4.5,4.67,4.5,4.5
100116,3,12,5,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,4,Texas,77056,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0
100123,6,16,3,6,3,4,4,4,3,4,4,5,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,0,0,4,Ohio,44113,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0
100189,4,13,5,4,3,4,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,4,4,3,4,3,2,2,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,0,0,4,New Jersey,7078,4.0,3.67,3.0,3.5,3.5,3.0,3.5,4.0
100085,5,25,3,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,3,Oregon,97204,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0
100125,4,25,3,2,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,4,Ohio,43215,4.0,4.0,4.0,4.0,4.5,4.0,4.0,5.0
100190,3,13,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,New Jersey,7201,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100182,4,21,3,8,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,New York,10019,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100139,4,21,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Washington,98188,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100065,4,25,3,7,2,5,5,4,4,4,4,4,4,4,3,4,4,4,5,4,4,5,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,0,0,3,Washington DC (District of Columbia),20004,4.0,4.0,4.25,4.0,4.0,5.0,3.0,5.0
100117,4,5,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Louisiana,70130,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100077,5,21,5,4,4,4,4,4,5,5,4,5,4,5,5,3,4,3,4,4,4,4,4,4,3,2,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,1,0,3,Hawaii,96815,4.0,4.33,3.5,4.0,5.0,5.0,4.0,4.0
100054,3,37,3,8,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,2,4,5,4,4,5,5,4,4,5,5,5,4,4,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,1,1,4,Texas,75207,4.5,5.0,4.25,4.0,4.5,5.0,4.5,5.0
100097,4,21,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Georgia,30303,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100067,5,6,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Nevada,89158,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100063,5,8,3,4,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,0,1,2,Florida,32836,5.0,4.67,4.0,4.0,4.5,4.0,4.0,5.0
100110,4,5,3,3,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,4,Washington DC (District of Columbia),20009,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100136,4,30,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,1,4,Arizona,86351,5.0,5.0,5.0,5.0,5.0,4.33,5.0,5.0
100115,3,21,3,8,3,5,5,5,4,4,4,4,4,2,4,2,4,4,4,5,4,4,4,4,5,2,4,4,3,4,2,2,2,2,1,2,2,2,2,2,4,4,2,5,5,4,4,4,4,4,0,1,4,Washington DC (District of Columbia),20001,5.0,3.33,3.25,3.5,3.0,4.0,4.0,5.0
100110,5,21,3,7,3,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,2,2,4,4,2,4,4,4,2,2,4,3,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,0,0,4,Washington DC (District of Columbia),20009,4.0,4.0,3.25,3.0,4.0,4.0,3.0,4.0
100109,4,21,3,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Washington DC (District of Columbia),20036,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100151,6,39,3,5,3,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,1,0,4,Florida,32819,5.0,5.0,4.5,5.0,5.0,4.67,5.0,5.0
100058,4,23,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Florida,33132,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100111,4,5,3,6,2,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0,4,Texas,77010,4.0,4.33,3.25,4.0,4.0,4.33,4.0,4.0
100063,6,16,4,5,2,5,5,5,4,4,4,5,4,5,5,4,4,5,5,5,4,4,4,5,3,4,5,5,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,0,1,2,Florida,32836,4.0,4.67,4.25,3.5,4.0,4.0,4.5,5.0
100093,4,28,3,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,5,5,5,5,3,5,4,5,5,5,4,4,4,4,4,4,5,4,5,0,0,4,Oregon,97204,4.0,4.33,4.25,3.5,4.0,4.67,4.0,4.0
100163,5,5,3,5,4,5,4,4,5,5,5,5,3,5,4,4,4,5,5,4,4,3,4,5,3,4,4,5,5,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,3,5,5,5,5,5,0,0,3,Illinois,60611,3.5,4.67,4.0,4.5,4.5,5.0,4.5,4.5
100120,3,12,3,7,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,4,Pennsylvania,19104,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100078,6,12,3,4,3,5,5,5,5,5,4,5,5,4,3,5,5,4,5,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Louisiana,70112,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
100183,5,21,3,5,3,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,New York,10036,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
